state,model,polarity
NY,MCLAREN,neutral
ME,SUBARU,negative
FL,BENTLEY,positive
CT,SUBARU,negative
IL,FORD,positive
NY,CHEVROLET,neutral
NY,BMW,neutral
NY,CHEVROLET,neutral
NY,CHEVROLET,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
MN,KIA,positive
AZ,BMW,positive
PA,BMW,positive
FL,BMW,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
AZ,HONDA,neutral
NY,ROLLS-ROYCE,positive
TX,AUSTIN,negative
KY,HYUNDAI,neutral
NY,FORD,neutral
NY,CHEVROLET,neutral
NY,PONTIAC,neutral
NY,FORD,neutral
CT,AUDI,neutral
NY,CHEVROLET,neutral
NY,PONTIAC,neutral
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
TX,NISSAN,neutral
FL,TESLA,positive
NC,JEEP,neutral
OR,BENTLEY,positive
NY,VOLVO,positive
NY,VOLVO,positive
OR,FORD,negative
OK,BMW,neutral
NY,SMART,positive
MI,MAZDA,positive
OH,FORD,negative
OH,HONDA,negative
NY,FORD,negative
NY,FORD,neutral
NY,FORD,negative
NY,FORD,negative
NY,PONTIAC,positive
NY,FORD,negative
NY,FORD,negative
NY,FORD,neutral
NY,FORD,negative
NY,FORD,neutral
NY,FORD,negative
NY,FORD,negative
NY,AUDI,positive
NY,BMW,neutral
NV,CHEVROLET,positive
MD,BENTLEY,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,CHRYSLER,negative
NY,PONTIAC,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,PONTIAC,neutral
NY,PONTIAC,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,PONTIAC,neutral
NE,AUDI,positive
RI,LAMBORGHINI,neutral
NY,FORD,neutral
TX,CHRYSLER,negative
CT,TESLA,positive
NY,HONDA,positive
NY,FORD,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,HONDA,positive
NY,HONDA,positive
AZ,AUDI,positive
NY,HONDA,positive
NY,HONDA,positive
NY,HONDA,positive
NY,HONDA,positive
DE,VOLVO,positive
NY,HONDA,positive
NY,HONDA,positive
NY,HONDA,positive
NY,HONDA,positive
NY,FORD,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,HONDA,positive
NY,TESLA,positive
KY,AUDI,neutral
KY,AUDI,neutral
NY,TESLA,positive
FL,LAMBORGHINI,neutral
NY,DODGE,negative
NY,DODGE,negative
NY,DODGE,negative
NJ,SUZUKI,neutral
NY,DODGE,negative
NY,DODGE,negative
NY,DODGE,negative
TX,AUSTIN,neutral
NY,DODGE,negative
NY,INFINITI,positive
NY,DODGE,negative
HI,LEXUS,positive
GA,FORD,positive
NY,FORD,neutral
GA,FORD,positive
NY,FORD,neutral
CA,TESLA,neutral
ME,HONDA,positive
NY,PLYMOUTH,negative
NY,HONDA,neutral
NY,HONDA,neutral
AZ,TESLA,positive
NY,PLYMOUTH,negative
NY,HONDA,neutral
NY,HONDA,neutral
NY,PLYMOUTH,negative
NY,HONDA,neutral
NY,HONDA,neutral
NY,PLYMOUTH,negative
NY,HONDA,neutral
NY,HONDA,neutral
NY,FORD,positive
NY,PLYMOUTH,negative
NY,PLYMOUTH,negative
NY,HONDA,neutral
NY,HONDA,neutral
NY,HONDA,neutral
NY,HONDA,neutral
NY,FORD,neutral
TX,FORD,positive
CA,KIA,positive
MI,FORD,neutral
UT,MITSUBISHI,positive
UT,JAGUAR,positive
CT,BMW,neutral
CA,KIA,positive
CO,MINI,positive
NY,CHEVROLET,neutral
IN,MERCEDES-BENZ,positive
MD,TESLA,positive
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
FL,FORD,positive
NY,FORD,neutral
NY,BUICK,neutral
NY,BENTLEY,positive
NY,BMW,neutral
NY,BMW,neutral
NY,FORD,neutral
NY,FORD,neutral
FL,FORD,neutral
NY,BUICK,neutral
NY,PONTIAC,neutral
NY,FORD,neutral
NY,BUICK,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,BUICK,neutral
NY,BUICK,neutral
NY,FORD,neutral
NY,FORD,neutral
CA,NISSAN,neutral
NY,FORD,neutral
NY,FORD,neutral
NC,HONDA,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,CHEVROLET,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,NISSAN,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,PONTIAC,neutral
NY,FORD,neutral
NY,FORD,neutral
NJ,HONDA,neutral
NJ,HONDA,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
IL,FORD,positive
NY,AUDI,positive
TX,AUDI,positive
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
LA,MERCEDES-BENZ,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
KY,FORD,neutral
KY,VOLVO,positive
CA,TOYOTA,positive
CA,TOYOTA,positive
NC,CADILLAC,positive
NY,VOLVO,positive
NY,DAEWOO,positive
NY,FORD,neutral
NY,VOLKSWAGEN,neutral
NY,FORD,positive
NY,EAGLE,neutral
NY,TOYOTA,neutral
NY,DAEWOO,positive
ND,FERRARI,neutral
NY,TOYOTA,neutral
OH,LEXUS,positive
NY,DAEWOO,positive
NY,DAEWOO,positive
NY,DAEWOO,positive
NY,FORD,neutral
NY,VOLKSWAGEN,neutral
NY,DAEWOO,positive
NY,FORD,positive
NY,DAEWOO,positive
NY,DAEWOO,positive
NY,FORD,neutral
NY,DAEWOO,positive
NY,VOLKSWAGEN,neutral
CA,BENTLEY,positive
HI,LEXUS,positive
NY,HONDA,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,CHEVROLET,neutral
NY,SUZUKI,neutral
NY,FORD,neutral
NY,SUZUKI,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,SUZUKI,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,FORD,neutral
NY,HONDA,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,FORD,neutral
NY,HONDA,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,HONDA,neutral
NY,FORD,neutral
NY,FORD,neutral
MN,MCLAREN,negative
MI,FORD,neutral
CA,TOYOTA,positive
VA,TOYOTA,positive
TN,LAMBORGHINI,neutral
MN,AUDI,positive
AZ,TOYOTA,positive
NY,INFINITI,positive
NY,HUMMER,neutral
NY,BMW,neutral
NY,SUBARU,neutral
NY,INFINITI,positive
NY,HUMMER,neutral
NY,BMW,neutral
NY,SUBARU,neutral
NY,CHRYSLER,negative
NY,FORD,neutral
NY,MITSUBISHI,neutral
NY,VOLKSWAGEN,neutral
NY,VOLVO,neutral
NJ,TESLA,positive
GA,FORD,neutral
CA,TESLA,neutral
CA,AUDI,positive
MI,HONDA,positive
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
CA,AUDI,negative
VA,BMW,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
CA,NISSAN,positive
NY,AUDI,neutral
NY,TOYOTA,neutral
NY,CHRYSLER,positive
MD,TOYOTA,neutral
AZ,JEEP,positive
AZ,JEEP,positive
NV,AUDI,neutral
NY,FORD,neutral
NY,SHELBY,neutral
TX,SMART,positive
NY,INFINITI,neutral
NY,INFINITI,neutral
NY,FORD,negative
NY,FORD,negative
TX,LEXUS,positive
NY,TESLA,neutral
NY,INFINITI,neutral
NY,FORD,negative
NY,MITSUBISHI,negative
NY,FORD,neutral
NY,FORD,neutral
MT,BMW,positive
NY,MITSUBISHI,negative
OK,BMW,positive
NY,FORD,positive
MS,BMW,positive
NY,VOLKSWAGEN,negative
NY,DODGE,negative
NY,CHRYSLER,negative
NY,PLYMOUTH,negative
NY,DODGE,negative
NY,CHRYSLER,negative
NY,PLYMOUTH,negative
NY,DODGE,negative
NY,CHRYSLER,negative
NY,PLYMOUTH,negative
NY,DODGE,negative
NY,CHRYSLER,negative
NY,PLYMOUTH,negative
NY,TOYOTA,neutral
IA,LEXUS,neutral
IA,AUDI,neutral
NY,MERCURY,positive
NJ,AUDI,negative
MN,TESLA,positive
AK,BENTLEY,neutral
CA,AUDI,positive
AZ,AUDI,positive
NY,JEEP,neutral
NY,JEEP,neutral
TN,BMW,neutral
OR,TESLA,positive
NY,CHRYSLER,negative
NY,CHRYSLER,negative
NY,CHRYSLER,negative
VT,SUBARU,positive
NY,FORD,positive
NY,FORD,positive
AZ,BENTLEY,neutral
MI,FORD,neutral
MI,SHELBY,neutral
NY,FORD,neutral
CA,AUDI,positive
MD,KIA,neutral
NY,CADILLAC,positive
NY,DODGE,negative
NY,DODGE,neutral
NY,CADILLAC,positive
NY,GMC,neutral
NY,CADILLAC,positive
NY,CHEVROLET,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,CADILLAC,positive
NY,CADILLAC,positive
NY,DODGE,negative
NY,DODGE,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,DODGE,negative
NY,DODGE,neutral
FL,ISUZU,neutral
NJ,AUDI,positive
NY,FORD,positive
NY,FORD,positive
NY,FORD,positive
NY,CHRYSLER,neutral
NY,DODGE,negative
NY,BMW,positive
NY,BMW,positive
NY,BMW,positive
NY,FORD,neutral
NY,BMW,positive
NY,SUZUKI,neutral
AZ,JEEP,positive
CA,FORD,neutral
NY,BMW,neutral
NY,AUDI,negative
NY,AUDI,negative
TX,VOLVO,positive
NY,AUDI,negative
NY,AUDI,negative
NC,MERCURY,neutral
NC,MERCURY,neutral
NH,VOLVO,positive
CA,BENTLEY,positive
TX,BENTLEY,positive
IL,BENTLEY,positive
FL,BENTLEY,positive
NY,FORD,neutral
NY,FORD,neutral
NY,BUICK,neutral
NY,BUICK,neutral
NY,FORD,neutral
NY,BUICK,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,BUICK,neutral
NY,BUICK,neutral
DE,BENTLEY,neutral
NY,FORD,neutral
NY,BUICK,neutral
CT,BENTLEY,neutral
CA,BENTLEY,neutral
AR,BENTLEY,neutral
TN,RAM,neutral
NE,TOYOTA,positive
VA,FERRARI,neutral
SD,TOYOTA,neutral
NY,FORD,neutral
NJ,JAGUAR,positive
NY,TOYOTA,positive
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
IL,VOLVO,positive
IL,VOLVO,positive
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
FL,JEEP,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
DE,MORGAN,positive
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NC,HONDA,neutral
NY,EAGLE,neutral
FL,AUDI,neutral
CA,INFINITI,neutral
NY,FORD,negative
NY,CHEVROLET,neutral
MN,FORD,positive
NY,CHEVROLET,neutral
NJ,VOLVO,neutral
NC,PONTIAC,negative
OK,AUDI,neutral
NY,MAZDA,neutral
UT,TOYOTA,positive
OR,AUDI,positive
UT,TOYOTA,positive
WA,TOYOTA,neutral
NY,TESLA,negative
CA,FERRARI,negative
MI,TOYOTA,neutral
NH,TOYOTA,positive
NY,CHEVROLET,neutral
NY,CHEVROLET,neutral
OR,LAMBORGHINI,neutral
NY,CHEVROLET,neutral
NY,CHEVROLET,neutral
NY,PLYMOUTH,positive
NY,PONTIAC,positive
NY,FERRARI,neutral
NY,CHEVROLET,neutral
NY,FERRARI,neutral
AL,HONDA,positive
NY,HONDA,positive
NY,HONDA,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,FORD,neutral
NY,HONDA,positive
NY,HONDA,neutral
NY,AUDI,neutral
NY,AUDI,neutral
NY,HONDA,positive
NY,HONDA,neutral
NY,AUDI,neutral
NY,AUDI,neutral
NY,FORD,neutral
NY,FERRARI,neutral
NY,FORD,neutral
NY,AUDI,neutral
NY,AUDI,neutral
NY,FORD,neutral
NY,HONDA,positive
NY,HONDA,neutral
NY,FORD,neutral
NY,AUDI,neutral
NY,AUDI,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,AUDI,neutral
NY,AUDI,neutral
NY,AUDI,neutral
NY,AUDI,neutral
NY,HONDA,positive
NY,HONDA,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
CO,TOYOTA,positive
FL,NISSAN,positive
WI,HONDA,positive
NJ,NISSAN,negative
AZ,VOLKSWAGEN,positive
KY,FORD,neutral
KY,LINCOLN,positive
WA,TOYOTA,neutral
NY,EAGLE,positive
FL,AUDI,neutral
NY,EAGLE,positive
NY,EAGLE,positive
NY,EAGLE,positive
NY,EAGLE,positive
NY,HONDA,negative
NE,DODGE,negative
CA,FERRARI,positive
NY,FORD,neutral
NY,FORD,neutral
SC,BMW,positive
NY,FORD,neutral
OH,TESLA,negative
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
OH,FORD,positive
NY,FORD,neutral
NY,FORD,positive
NY,FORD,positive
NY,BMW,positive
SC,BMW,positive
MI,PONTIAC,negative
NY,FORD,positive
NY,TOYOTA,neutral
NY,LEXUS,neutral
NY,FORD,positive
NY,FORD,positive
NY,TOYOTA,neutral
NY,LEXUS,neutral
NY,FORD,positive
NY,TOYOTA,neutral
NY,LEXUS,neutral
NY,TOYOTA,neutral
NY,LEXUS,neutral
NY,TOYOTA,neutral
NY,LEXUS,neutral
NY,TOYOTA,neutral
NY,LEXUS,neutral
NY,FORD,positive
OH,BMW,positive
DE,BMW,positive
NV,GMC,neutral
NY,TOYOTA,neutral
NY,LEXUS,neutral
NY,FORD,positive
GA,CHRYSLER,neutral
NY,FORD,positive
CA,CHRYSLER,neutral
NY,FORD,positive
NY,FORD,positive
CA,TOYOTA,negative
NY,TOYOTA,neutral
NY,LEXUS,neutral
CT,BMW,positive
CA,BMW,positive
NY,HONDA,neutral
NY,SUZUKI,negative
NY,BMW,neutral
NY,SUZUKI,negative
NY,HONDA,neutral
NY,SUZUKI,negative
NY,BMW,neutral
NY,HONDA,neutral
NY,CHEVROLET,neutral
NY,BMW,neutral
NY,FERRARI,positive
NY,LOTUS,neutral
MD,VOLKSWAGEN,positive
AZ,AUDI,negative
NY,FORD,neutral
NY,CHEVROLET,neutral
NY,FORD,neutral
NY,CHEVROLET,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,CHEVROLET,neutral
NY,CHEVROLET,neutral
NY,FORD,neutral
NY,CHEVROLET,neutral
NY,FORD,neutral
NY,CHEVROLET,neutral
NY,AUDI,positive
NJ,FERRARI,positive
NY,TESLA,positive
NY,CHEVROLET,positive
NY,CHEVROLET,positive
NY,DODGE,negative
NY,CHEVROLET,positive
NY,CHEVROLET,positive
NY,FORD,positive
NY,BMW,neutral
CA,VOLVO,positive
VT,VOLKSWAGEN,positive
TX,AUDI,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,CHRYSLER,negative
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
GA,LEXUS,neutral
NY,SUBARU,neutral
NY,FORD,neutral
NY,TOYOTA,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,VOLVO,neutral
NY,MCLAREN,neutral
ME,SUBARU,negative
FL,BENTLEY,positive
CT,SUBARU,negative
IL,FORD,positive
NY,CHEVROLET,neutral
NY,BMW,neutral
NY,CHEVROLET,neutral
NY,CHEVROLET,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,BMW,neutral
MN,KIA,positive
AZ,BMW,positive
PA,BMW,positive
FL,BMW,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
AZ,HONDA,neutral
NY,ROLLS-ROYCE,positive
TX,AUSTIN,negative
KY,HYUNDAI,neutral
NY,FORD,neutral
NY,CHEVROLET,neutral
NY,PONTIAC,neutral
NY,FORD,neutral
CT,AUDI,neutral
NY,CHEVROLET,neutral
NY,PONTIAC,neutral
NY,MORGAN,positive
NY,MORGAN,positive
NY,MORGAN,positive
TX,NISSAN,neutral
FL,TESLA,positive
NC,JEEP,neutral
OR,BENTLEY,positive
NY,VOLVO,positive
NY,VOLVO,positive
OR,FORD,negative
OK,BMW,neutral
NY,SMART,positive
MI,MAZDA,positive
OH,FORD,negative
OH,HONDA,negative
NY,FORD,negative
NY,FORD,neutral
NY,FORD,negative
NY,FORD,negative
NY,PONTIAC,positive
NY,FORD,negative
NY,FORD,negative
NY,FORD,neutral
NY,FORD,negative
NY,FORD,neutral
NY,FORD,negative
NY,FORD,negative
NY,AUDI,positive
NY,BMW,neutral
NV,CHEVROLET,positive
MD,BENTLEY,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,CHRYSLER,negative
NY,PONTIAC,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,PONTIAC,neutral
NY,PONTIAC,neutral
NY,FERRARI,neutral
NY,FERRARI,neutral
NY,PONTIAC,neutral
NE,AUDI,positive
RI,LAMBORGHINI,neutral
NY,FORD,neutral
TX,CHRYSLER,negative
CT,TESLA,positive
NY,HONDA,positive
NY,FORD,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,HONDA,positive
NY,HONDA,positive
AZ,AUDI,positive
NY,HONDA,positive
NY,HONDA,positive
NY,HONDA,positive
NY,HONDA,positive
DE,VOLVO,positive
NY,HONDA,positive
NY,HONDA,positive
NY,HONDA,positive
NY,HONDA,positive
NY,FORD,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,HONDA,positive
NY,TESLA,positive
KY,AUDI,neutral
KY,AUDI,neutral
NY,TESLA,positive
FL,LAMBORGHINI,neutral
NY,DODGE,negative
NY,DODGE,negative
NY,DODGE,negative
NJ,SUZUKI,neutral
NY,DODGE,negative
NY,DODGE,negative
NY,DODGE,negative
TX,AUSTIN,neutral
NY,DODGE,negative
NY,INFINITI,positive
NY,DODGE,negative
HI,LEXUS,positive
GA,FORD,positive
NY,FORD,neutral
GA,FORD,positive
NY,FORD,neutral
CA,TESLA,neutral
ME,HONDA,positive
NY,PLYMOUTH,negative
NY,HONDA,neutral
NY,HONDA,neutral
AZ,TESLA,positive
NY,PLYMOUTH,negative
NY,HONDA,neutral
NY,HONDA,neutral
NY,PLYMOUTH,negative
NY,HONDA,neutral
NY,HONDA,neutral
NY,PLYMOUTH,negative
NY,HONDA,neutral
NY,HONDA,neutral
NY,FORD,positive
NY,PLYMOUTH,negative
NY,PLYMOUTH,negative
NY,HONDA,neutral
NY,HONDA,neutral
NY,HONDA,neutral
NY,HONDA,neutral
NY,FORD,neutral
TX,FORD,positive
CA,KIA,positive
MI,FORD,neutral
UT,MITSUBISHI,positive
UT,JAGUAR,positive
CT,BMW,neutral
CA,KIA,positive
CO,MINI,positive
NY,CHEVROLET,neutral
IN,MERCEDES-BENZ,positive
MD,TESLA,positive
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
FL,FORD,positive
NY,FORD,neutral
NY,BUICK,neutral
NY,BENTLEY,positive
NY,BMW,neutral
NY,BMW,neutral
NY,FORD,neutral
NY,FORD,neutral
FL,FORD,neutral
NY,BUICK,neutral
NY,PONTIAC,neutral
NY,FORD,neutral
NY,BUICK,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,BUICK,neutral
NY,BUICK,neutral
NY,FORD,neutral
NY,FORD,neutral
CA,NISSAN,neutral
NY,FORD,neutral
NY,FORD,neutral
NC,HONDA,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,CHEVROLET,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,NISSAN,neutral
NY,BMW,neutral
NY,BMW,neutral
NY,PONTIAC,neutral
NY,FORD,neutral
NY,FORD,neutral
NJ,HONDA,neutral
NJ,HONDA,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,FORD,neutral
IL,FORD,positive
NY,AUDI,positive
TX,AUDI,positive
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
LA,MERCEDES-BENZ,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
NY,NISSAN,neutral
NY,HYUNDAI,neutral
KY,FORD,neutral
KY,VOLVO,positive
CA,TOYOTA,positive
CA,TOYOTA,positive
NC,CADILLAC,positive
NY,VOLVO,positive
NY,DAEWOO,positive
NY,FORD,neutral
NY,VOLKSWAGEN,neutral
NY,FORD,positive
NY,EAGLE,neutral
NY,TOYOTA,neutral
NY,DAEWOO,positive
ND,FERRARI,neutral
NY,TOYOTA,neutral
OH,LEXUS,positive
NY,DAEWOO,positive
NY,DAEWOO,positive
NY,DAEWOO,positive
NY,FORD,neutral
NY,VOLKSWAGEN,neutral
NY,DAEWOO,positive
NY,FORD,positive
NY,DAEWOO,positive
NY,DAEWOO,positive
NY,FORD,neutral
NY,DAEWOO,positive
NY,VOLKSWAGEN,neutral
CA,BENTLEY,positive
HI,LEXUS,positive
NY,HONDA,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,CHEVROLET,neutral
NY,SUZUKI,neutral
NY,FORD,neutral
NY,SUZUKI,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,SUZUKI,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,FORD,neutral
NY,HONDA,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,FORD,neutral
NY,HONDA,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,HONDA,neutral
NY,FORD,neutral
NY,FORD,neutral
MN,MCLAREN,negative
MI,FORD,neutral
CA,TOYOTA,positive
VA,TOYOTA,positive
TN,LAMBORGHINI,neutral
MN,AUDI,positive
AZ,TOYOTA,positive
NY,INFINITI,positive
NY,HUMMER,neutral
NY,BMW,neutral
NY,SUBARU,neutral
NY,INFINITI,positive
NY,HUMMER,neutral
NY,BMW,neutral
NY,SUBARU,neutral
NY,CHRYSLER,negative
NY,FORD,neutral
NY,MITSUBISHI,neutral
NY,VOLKSWAGEN,neutral
NY,VOLVO,neutral
NJ,TESLA,positive
GA,FORD,neutral
CA,TESLA,neutral
CA,AUDI,positive
MI,HONDA,positive
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
CA,AUDI,negative
VA,BMW,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
CA,NISSAN,positive
NY,AUDI,neutral
NY,TOYOTA,neutral
NY,CHRYSLER,positive
MD,TOYOTA,neutral
AZ,JEEP,positive
AZ,JEEP,positive
NV,AUDI,neutral
NY,FORD,neutral
NY,SHELBY,neutral
TX,SMART,positive
NY,INFINITI,neutral
NY,INFINITI,neutral
NY,FORD,negative
NY,FORD,negative
TX,LEXUS,positive
NY,TESLA,neutral
NY,INFINITI,neutral
NY,FORD,negative
NY,MITSUBISHI,negative
NY,FORD,neutral
NY,FORD,neutral
MT,BMW,positive
NY,MITSUBISHI,negative
OK,BMW,positive
NY,FORD,positive
MS,BMW,positive
NY,VOLKSWAGEN,negative
NY,DODGE,negative
NY,CHRYSLER,negative
NY,PLYMOUTH,negative
NY,DODGE,negative
NY,CHRYSLER,negative
NY,PLYMOUTH,negative
NY,DODGE,negative
NY,CHRYSLER,negative
NY,PLYMOUTH,negative
NY,DODGE,negative
NY,CHRYSLER,negative
NY,PLYMOUTH,negative
NY,TOYOTA,neutral
IA,LEXUS,neutral
IA,AUDI,neutral
NY,MERCURY,positive
NJ,AUDI,negative
MN,TESLA,positive
AK,BENTLEY,neutral
CA,AUDI,positive
AZ,AUDI,positive
NY,JEEP,neutral
NY,JEEP,neutral
TN,BMW,neutral
OR,TESLA,positive
NY,CHRYSLER,negative
NY,CHRYSLER,negative
NY,CHRYSLER,negative
VT,SUBARU,positive
NY,FORD,positive
NY,FORD,positive
AZ,BENTLEY,neutral
MI,FORD,neutral
MI,SHELBY,neutral
NY,FORD,neutral
CA,AUDI,positive
MD,KIA,neutral
NY,CADILLAC,positive
NY,DODGE,negative
NY,DODGE,neutral
NY,CADILLAC,positive
NY,GMC,neutral
NY,CADILLAC,positive
NY,CHEVROLET,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,CADILLAC,positive
NY,CADILLAC,positive
NY,DODGE,negative
NY,DODGE,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,DODGE,negative
NY,DODGE,neutral
NY,DODGE,negative
NY,DODGE,neutral
FL,ISUZU,neutral
NJ,AUDI,positive
NY,FORD,positive
NY,FORD,positive
NY,FORD,positive
NY,CHRYSLER,neutral
NY,DODGE,negative
NY,BMW,positive
NY,BMW,positive
NY,BMW,positive
NY,FORD,neutral
NY,BMW,positive
NY,SUZUKI,neutral
AZ,JEEP,positive
CA,FORD,neutral
NY,BMW,neutral
NY,AUDI,negative
NY,AUDI,negative
TX,VOLVO,positive
NY,AUDI,negative
NY,AUDI,negative
NC,MERCURY,neutral
NC,MERCURY,neutral
NH,VOLVO,positive
CA,BENTLEY,positive
TX,BENTLEY,positive
IL,BENTLEY,positive
FL,BENTLEY,positive
NY,FORD,neutral
NY,FORD,neutral
NY,BUICK,neutral
NY,BUICK,neutral
NY,FORD,neutral
NY,BUICK,neutral
NY,FORD,neutral
NY,FORD,neutral
NY,BUICK,neutral
NY,BUICK,neutral
DE,BENTLEY,neutral
NY,FORD,neutral
NY,BUICK,neutral
CT,BENTLEY,neutral
CA,BENTLEY,neutral
AR,BENTLEY,neutral
TN,RAM,neutral
NE,TOYOTA,positive
VA,FERRARI,neutral
SD,TOYOTA,neutral
NY,FORD,neutral
NJ,JAGUAR,positive
NY,TOYOTA,positive
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
IL,VOLVO,positive
IL,VOLVO,positive
NY,TOYOTA,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
FL,JEEP,neutral
NY,TOYOTA,neutral
NY,TOYOTA,neutral
DE,MORGAN,positive
